id,pollingfirm,year,month,day,party_a,party_b,party_c,party_d,party_e,party_f,party_i,party_k,party_o,party_p,party_v,party_oe,party_aa,n,source
1269,Voxmeter,2019,3,24,28.1,6.7,4.5,1.9,0.9,5.9,4.3,0.7,15.1,,19.3,8.8,3.4,1044,https://voxmeter.dk/meningsmalinger/
1270,Megafon,2019,3,28,25.4,8.1,5.4,3.8,1.3,7.2,4.8,1.1,12.6,,17.3,9.1,3.7,1006,http://nyheder.tv2.dk/politik/2019-03-28-ny-maaling-roed-blok-cementerer-flertal-uden-alternativet
1271,Epinion,2019,3,25,29.5,5.7,5.2,3.1,0.6,6.9,3.9,0.5,15.1,,17.0,9.4,3.1,1509,https://www.dr.dk/nyheder/politik/ny-maaling-oppositionen-fastholder-komfortabel-foering
1272,Norstat,2019,3,26,28.7,7.0,4.4,4.1,0.8,6.2,3.2,0.9,14.4,,16.9,8.9,4.3,1204,https://www.altinget.dk/artikel/roed-blok-opnaar-bedste-maaling-siden-valget
1273,Voxmeter,2019,3,31,28.7,7.2,4.3,1.9,0.4,5.7,4.0,0.9,15.4,,18.7,8.3,4.0,1056,https://voxmeter.dk/meningsmalinger/
1274,YouGov,2019,3,3,26.7,6.1,4.7,4.9,1.3,5.9,5.0,0.9,15.5,,15.9,8.8,4.2,1738,https://www.berlingske.dk/barometeret
1275,Greens,2019,3,29,30.4,5.8,4.6,3.3,1.0,7.0,4.0,1.2,14.4,,15.8,9.0,3.0,1078,https://www.ritzau.dk/index/?token=C1D33E00-EC0C-4C57-A7E7-D03B2B185865
1276,YouGov,2019,3,31,26.5,5.5,5.6,5.5,0.8,7.4,4.2,1.2,12.1,,17.4,9.5,4.2,1671,https://www.bt.dk/politik/katastrofemaaling-dansk-folkeparti-slaaet-otte-aar-tilbage
1277,Voxmeter,2019,4,7,27.9,7.2,4.6,2.8,0.3,6.4,4.4,0.9,14.8,,18.3,8.6,3.4,1030,https://voxmeter.dk/meningsmalinger/
1278,Gallup,2019,4,11,25.2,6.9,4.7,3.4,0.7,7.6,4.5,1.0,14.1,,20.3,7.3,4.2,1609,https://www.berlingske.dk/barometeret
1279,Epinion,2019,4,9,29.0,6.3,4.6,2.7,0.9,7.9,4.2,0.4,13.4,,18.5,9.6,2.4,1540,https://www.dr.dk/nyheder/politik/ny-maaling-alternativet-flirter-med-spaerregraensen
1280,Voxmeter,2019,4,13,28.5,6.9,4.1,2.2,0.2,6.2,4.8,1.3,14.0,,18.8,9.8,2.9,1023,https://voxmeter.dk/meningsmalinger/
1281,Megafon,2019,4,17,25.1,7.8,4.1,3.6,1.3,8.1,4.4,0.8,13.6,,18.4,9.3,3.3,1008,http://nyheder.tv2.dk/politik/2019-04-17-ny-maaling-loekke-og-thulesen-staar-til-at-tabe-valget-med-et-brag
1282,Voxmeter,2019,4,21,28.9,6.8,4.3,2.0,0.1,6.2,4.1,0.9,15.0,,19.0,9.3,3.1,1031,https://voxmeter.dk/meningsmalinger/
1283,Voxmeter,2019,4,28,27.9,7.6,3.8,2.5,0.2,5.6,4.2,0.9,13.6,,19.2,9.3,3.7,1021,https://voxmeter.dk/meningsmalinger/
1284,YouGov,2019,4,29,25.8,6.7,5.0,5.0,1.1,7.8,4.2,0.9,12.2,,17.6,9.4,3.8,1890,https://www.bt.dk/politik/ny-maaling-roed-blok-foerer-suveraent-i-ny-maaling
1285,Megafon,2019,5,2,24.7,8.8,4.2,2.6,1.3,7.5,3.3,0.5,12.6,2.7,18.4,9.8,3.5,1008,http://nyheder.tv2.dk/politik/2019-05-02-ny-maaling-stram-kurs-kan-vaere-paa-vej-mod-folketinget
1286,YouGov,2019,5,3,23.0,6.6,5.9,6.3,0.8,8.6,3.3,0.9,11.2,3.9,17.1,9.1,3.4,1656,https://www.bt.dk/politik/chokmaaling-paludan-staar-til-at-komme-i-folketinget-i-ny-maaling
1287,Voxmeter,2019,5,5,27.5,7.1,3.5,0.9,0.2,6.7,4.8,1.0,12.2,2.4,19.4,10.5,3.2,1045,https://voxmeter.dk/meningsmalinger/
1288,Epinion,2019,5,7,28.1,5.5,5.2,2.9,0.2,7.0,3.6,0.4,13.9,2.6,17.5,8.9,4.3,1284,https://www.dr.dk/nyheder/politik/folketingsvalg/foerste-maaling-i-valgkampen-loekke-er-massivt-bagud-paa-point
1289,Megafon,2019,5,7,25.2,8.7,4.6,2.7,0.8,7.8,3.0,1.2,11.6,2.1,19.6,9.2,3.4,1000,http://nyheder.tv2.dk/politik/2019-05-07-foerste-maaling-efter-valgudskrivelse-roed-blok-massivt-foran
1290,Gallup,2019,5,8,24.3,8.4,4.8,2.7,1.1,7.2,4.1,1.1,12.5,3.3,17.9,9.2,3.1,1690,https://www.berlingske.dk/barometeret
1291,YouGov,2019,5,7,24.9,6.5,4.5,5.3,0.5,9.2,3.0,0.5,11.0,3.9,17.1,8.4,5.1,983,https://www.bt.dk/politik/ny-maaling-sf-i-massiv-fremgang-fordobler-antallet-af-mandater
1292,YouGov,2019,5,8,24.2,6.6,5.9,6.3,0.8,8.6,3.3,0.9,11.2,3.8,17.1,8.6,3.4,983,https://www.bt.dk/politik/ny-maaling-sf-i-massiv-fremgang-fordobler-antallet-af-mandater
1293,YouGov,2019,5,9,26.5,6.5,4.6,5.0,0.6,8.4,3.2,0.5,10.8,3.9,17.4,7.9,4.7,983,https://www.bt.dk/politik/ny-maaling-dansk-folkeparti-faar-laveste-opbakning-i-10-aar
1294,Voxmeter,2019,5,9,27.9,7.8,3.9,1.8,0.2,7.0,4.1,1.8,11.3,1.6,19.8,9.6,2.8,1011,https://voxmeter.dk/meningsmalinger/
1295,Norstat,2019,5,8,28.2,6.3,4.3,2.1,0.5,6.8,3.7,1.4,12.7,3.5,17.3,9.2,3.8,1207,https://jyllands-posten.dk/politik/ECE11370669/ny-maaling-det-ser-ekstremt-svaert-ud-for-lars-loekke-og-co/
1296,Megafon,2019,5,10,24.7,8.4,5.0,2.8,0.7,8.0,3.8,1.4,10.8,2.8,19.2,9.4,2.9,1010,http://nyheder.tv2.dk/politik/2019-05-10-ny-maaling-loekkes-velfaerdsloefte-har-ikke-rykket-vaelgere
1297,YouGov,2019,5,10,27.5,6.6,4.8,4.5,0.4,7.2,3.3,0.6,11.1,3.8,17.4,7.9,4.9,1092,https://www.bt.dk/politik/ny-maaling-et-roedt-parti-gaar-tilbage
1298,Voxmeter,2019,5,10,27.7,7.4,4.3,1.6,0.3,6.8,3.9,1.5,11.8,2.0,19.7,9.3,3.1,1012,https://voxmeter.dk/meningsmalinger/
1299,YouGov,2019,5,11,27.7,5.8,5.6,4.2,0.4,7.5,2.9,0.7,11.8,4.0,17.5,7.6,4.3,1041,https://www.bt.dk/politik/ny-maaling-blaa-blok-gaar-frem-og-haler-ind-paa-mettes-forspring
1300,YouGov,2019,5,12,29.1,6.8,5.8,4.3,0.5,6.8,2.4,0.6,11.2,4.0,17.2,7.3,4.0,964,https://www.bt.dk/politik/liberal-alliance-har-kurs-mod-spaerregraensen-har-mistet-to-ud-af-tre-vaelgere
1301,Voxmeter,2019,5,11,28.2,6.9,4.7,1.5,0.2,6.7,3.4,1.6,12.0,2.3,19.1,9.6,3.4,1003,https://voxmeter.dk/meningsmalinger/
1302,Norstat,2019,5,10,27.3,6.2,5.9,2.4,1.1,7.5,3.3,1.3,11.4,2.6,16.5,10.5,3.4,1207,https://www.altinget.dk/artikel/maaling-de-roedeste-gaar-frem-mens-v-og-df-faar-daarligste-maaling-i-over-et-aar
1303,Voxmeter,2019,5,12,28.5,6.8,5.2,1.7,0.2,7.0,3.3,1.3,11.6,2.4,18.6,9.9,3.3,1004,https://voxmeter.dk/meningsmalinger/
1304,YouGov,2019,5,13,29.0,6.7,5.8,4.2,0.5,6.8,2.4,0.6,11.4,4.0,17.2,7.2,4.2,969,https://www.berlingske.dk/barometeret
1305,Voxmeter,2019,5,13,28.7,7.1,5.4,1.5,0.1,7.3,3.7,1.3,11.9,2.0,17.8,10.2,2.9,1067,https://voxmeter.dk/meningsmalinger/
1306,YouGov,2019,5,14,27.4,7.3,6.7,3.5,0.3,6.8,2.6,0.6,13.8,3.4,16.5,7.8,3.3,937,https://www.bt.dk/politik/venstre-staar-til-katastrofevalg-i-ny-maaling-det-er-tid-til-at-gaa-en-smule-i
1307,Epinion,2019,5,13,27.1,7.4,4.5,2.6,0.7,8.0,3.7,0.5,11.6,2.6,18.4,9.5,3.3,1548,https://www.dr.dk/nyheder/politik/folketingsvalg/ny-maaling-df-staar-til-vaelgerlussing-naesten-hver-anden-vil-sige
1308,Voxmeter,2019,5,14,28.2,7.6,4.9,1.9,0.1,7.7,4.1,1.3,11.5,2.3,17.2,10.5,2.5,1010,https://voxmeter.dk/meningsmalinger/
1309,Gallup,2019,5,14,26.1,7.3,5.9,2.1,0.6,8.3,3.9,1.4,13.4,1.6,17.8,8.1,3.3,1532,https://www.berlingske.dk/barometeret
1310,YouGov,2019,5,15,26.7,7.3,7.3,2.9,0.9,7.4,2.5,0.8,12.6,4.0,15.6,8.8,3.4,939,https://www.bt.dk/politik/meningsmaaling-forvaerrer-nye-borgerliges-nedtur
1311,Voxmeter,2019,5,15,28.5,8.0,4.5,2.1,0.1,7.4,3.7,1.5,11.0,2.5,17.5,10.2,2.8,1012,https://voxmeter.dk/meningsmalinger/
1312,YouGov,2019,5,16,26.1,7.3,6.3,3.6,1.1,8.0,3.0,0.8,12.5,3.1,15.5,9.5,3.3,955,https://www.bt.dk/politik/venstre-paa-katastrofekurs-ny-maaling-tyder-paa-daarligste-valg-i-29-aar
1313,Voxmeter,2019,5,16,27.8,8.5,4.0,2.3,0.1,7.7,3.9,1.7,10.1,2.6,18.2,9.6,3.3,1006,https://voxmeter.dk/meningsmalinger/
1314,Megafon,2019,5,16,26.3,7.4,4.8,3.0,0.5,8.3,3.5,1.3,11.8,2.4,17.6,9.8,3.2,1000,http://nyheder.tv2.dk/politik/2019-05-16-df-staar-til-vaelgerlussing-i-sydjylland-her-er-foerste-meningsmaaling-fra
1315,Voxmeter,2019,5,17,27.7,8.7,4.2,2.2,0.1,7.3,3.3,1.6,10.8,2.3,18.6,9.0,3.7,1008,https://voxmeter.dk/meningsmalinger/
1316,YouGov,2019,5,18,25.3,6.9,6.5,3.7,1.3,8.4,3.1,0.8,11.4,4.0,16.2,9.5,2.8,987,https://www.bt.dk/politik/regeringen-faar-vaelgertaesk-men-et-parti-gaar-frem
1317,Voxmeter,2019,5,18,27.9,8.1,4.1,1.9,0.3,7.6,3.2,1.9,11.0,2.4,18.8,8.4,4.0,1009,https://voxmeter.dk/meningsmalinger/
1318,YouGov,2019,5,19,25.9,6.6,5.5,4.2,1.3,8.3,3.8,1.0,11.1,3.5,16.5,8.9,3.6,1054,https://www.bt.dk/politik/lille-venstre-spring-efter-omstridt-bog-loekke-er-i-gang-med-at-sminke-liget
1319,Voxmeter,2019,5,19,27.5,7.6,4.2,1.8,0.5,7.3,3.5,2.2,11.3,2.6,18.5,8.8,3.6,1008,https://voxmeter.dk/meningsmalinger/
1320,Greens,2019,5,20,26.6,7.9,5.4,3.4,0.9,8.9,3.3,2.1,10.8,1.4,17.2,8.7,3.3,1320,https://twitter.com/hansersej/status/1130525200620167171
1321,YouGov,2019,5,20,28.2,7.0,4.8,4.1,0.8,8.0,4.0,1.1,11.1,2.8,15.8,9.0,3.3,1087,https://www.bt.dk/politik/ny-meningsmaaling-viser-stoerste-foering-til-roed-blok-siden-sidste-valg
1322,Voxmeter,2019,5,20,26.5,7.8,3.7,2.1,0.7,7.6,3.9,2.0,10.8,2.8,18.9,9.1,3.6,1004,https://voxmeter.dk/meningsmalinger/
1323,Epinion,2019,5,20,29.8,7.7,4.7,2.3,0.4,6.8,4.6,1.2,10.6,2.6,17.1,8.9,3.3,1629,https://www.dr.dk/nyheder/politik/folketingsvalg/halvvejs-i-valgkampen-blaa-blok-har-tabt-7-mandater-siden-valget-blev
1324,YouGov,2019,5,21,27.6,6.6,4.9,4.4,0.7,7.6,4.1,1.2,11.1,2.3,17.5,8.7,3.5,1128,https://www.bt.dk/politik/ny-maaling-stram-kurs-naermer-sig-spaerregraensen
1325,Voxmeter,2019,5,21,26.1,7.8,3.5,2.3,0.9,7.1,4.4,1.5,10.6,2.9,18.6,9.5,4.0,1002,https://voxmeter.dk/meningsmalinger/
1326,Gallup,2019,5,21,27.4,7.5,4.4,2.9,1.1,8.1,3.8,1.9,11.9,1.3,19.8,6.6,3.0,1503,https://www.berlingske.dk/barometeret
1327,Voxmeter,2019,5,22,26.6,7.9,3.2,2.1,0.7,7.4,4.6,1.6,10.4,2.8,18.4,9.3,4.2,1006,https://voxmeter.dk/meningsmalinger/
1328,Megafon,2019,5,23,26.7,7.7,5.4,3.2,0.6,7.8,4.3,1.7,11.6,1.9,17.5,8.1,3.4,1001,http://nyheder.tv2.dk/politik/2019-05-23-ny-maaling-blaa-blok-vinder-terraen-men-der-er-fortsat-et-kaempe-roedt-flertal
1329,Voxmeter,2019,5,23,27.1,8.2,3.4,1.9,0.7,7.8,4.4,1.8,11.1,2.3,18.0,9.0,3.8,1006,https://voxmeter.dk/meningsmalinger/
1330,Voxmeter,2019,5,24,26.5,8.5,3.9,2.0,0.6,8.2,4.2,1.5,11.7,2.1,17.5,9.4,3.4,1006,https://voxmeter.dk/meningsmalinger/
1331,Voxmeter,2019,5,25,25.9,8.5,4.4,1.9,0.9,8.5,3.9,1.3,11.7,2.3,17.8,9.0,3.4,1005,https://voxmeter.dk/meningsmalinger/
1332,YouGov,2019,5,25,27.6,6.6,6.2,4.0,0.7,8.2,2.9,1.1,11.8,3.6,16.9,8.1,2.3,983,https://www.berlingske.dk/barometeret
1333,YouGov,2019,5,26,26.7,6.4,6.6,4.7,0.2,8.4,3.1,0.9,12.7,2.7,16.8,7.8,3.1,992,https://www.bt.dk/politik/ny-maaling-syngende-lussing-til-klaus-riskaer
1334,Voxmeter,2019,5,26,26.4,8.8,4.7,1.7,0.9,8.7,3.6,1.1,11.2,2.4,18.1,8.7,3.4,1005,https://voxmeter.dk/meningsmalinger/
1335,YouGov,2019,5,27,28.0,6.7,7.0,3.4,0.2,8.2,2.9,0.7,12.6,2.7,16.8,8.0,3.0,983,https://www.bt.dk/politik/ny-maaling-disse-tre-partier-staar-til-kanon-valg
1336,Greens,2019,5,26,22.6,9.2,6.0,2.6,0.9,8.4,4.5,2.5,9.9,3.4,17.4,10.0,2.4,1135,https://www.berlingske.dk/barometeret
1337,Voxmeter,2019,5,27,26.6,8.7,5.2,1.5,0.9,8.8,3.1,1.6,10.7,2.5,18.2,8.3,3.7,1007,https://voxmeter.dk/meningsmalinger/
1338,Voxmeter,2019,5,28,27.3,9.1,5.6,1.4,0.7,8.4,2.8,1.5,10.4,2.8,17.7,8.6,3.4,1011,https://voxmeter.dk/meningsmalinger/
1339,YouGov,2019,5,28,26.3,6.9,6.2,3.9,0.4,9.1,2.7,0.9,12.5,2.6,16.2,8.8,3.5,978,https://www.bt.dk/politik/ny-maaling-socialdemokratiet-staar-stille-og-det-er-ikke-helt-godt
1340,Gallup,2019,5,28,25.7,6.8,6.9,2.9,0.8,8.6,3.0,1.4,11.0,1.6,20.4,8.0,2.9,1476,https://www.berlingske.dk/barometeret
1341,YouGov,2019,5,29,26.3,8.0,5.7,4.3,0.6,9.0,2.6,0.7,11.3,2.4,17.3,8.7,3.3,981,https://www.bt.dk/politik/stram-kurs-naermer-sig-spaerregraensen
1342,Voxmeter,2019,5,29,27.1,8.8,5.6,1.7,0.8,8.0,3.0,1.6,11.1,2.4,17.5,8.4,3.6,1011,https://voxmeter.dk/meningsmalinger/
1343,Megafon,2019,5,30,25.7,8.3,5.3,2.2,0.3,7.3,3.5,1.5,12.1,1.9,19.5,8.8,3.5,1013,http://nyheder.tv2.dk/politik/2019-05-30-stor-fremgang-til-venstre-i-ny-megafon-maaling-men-roed-blok-foerer-stadig-solidt
1344,YouGov,2019,5,30,28.1,8.4,5.3,3.5,0.7,8.9,2.6,1.3,9.5,2.4,18.3,8.5,2.6,978,https://www.bt.dk/politik/ny-maaling-er-historisk-lavpunkt-for-df
1345,Voxmeter,2019,5,30,27.2,8.4,5.5,2.2,0.4,7.6,3.2,1.2,11.6,2.2,17.9,8.8,3.3,1009,https://voxmeter.dk/meningsmalinger/
1346,YouGov,2019,5,31,26.6,8.6,5.2,4.2,0.4,7.6,2.9,1.5,9.0,2.4,20.3,8.6,2.8,979,https://www.bt.dk/politik/ny-maaling-loekke-skal-omvende-250.000-vaelgere
1347,Epinion,2019,5,30,26.1,7.1,5.1,3.1,0.7,8.9,2.7,1.8,10.6,2.2,20.4,8.5,2.8,1719,https://www.dr.dk/nyheder/politik/meningsmaalinger
1348,Voxmeter,2019,5,31,27.5,8.7,5.2,2.5,0.3,7.8,3.4,1.4,11.1,1.8,17.8,8.9,2.9,1005,https://voxmeter.dk/meningsmalinger/
1349,YouGov,2019,6,1,28.5,8.4,5.4,4.3,0.2,6.7,2.8,1.4,8.5,2.4,20.9,8.3,2.3,870,https://www.bt.dk/politik/sf-falder-igen-er-det-hoenge-effekten
1350,Voxmeter,2019,6,1,28.3,8.4,5.0,2.5,0.3,8.3,3.0,1.8,10.7,1.6,17.4,9.5,2.7,1006,https://voxmeter.dk/meningsmalinger/
1351,YouGov,2019,6,2,29.0,7.9,5.2,4.1,0.0,6.0,2.2,1.7,8.3,2.9,20.8,9.6,2.4,776,https://www.bt.dk/politik/riskaer-har-naaet-bunden-i-ny-meningsmaaling
1352,Voxmeter,2019,6,2,29.7,8.8,4.6,2.1,0.4,8.7,2.8,1.9,9.9,1.2,17.7,9.1,2.9,1006,https://voxmeter.dk/meningsmalinger/
1353,Norstat,2019,5,31,28.6,7.3,4.5,4.1,0.2,7.4,3.6,1.9,10.5,2.2,17.9,8.7,2.6,1204,https://jyllands-posten.dk/premium/indland/ECE11419381/maaling-roede-stoettepartier-staar-til-markant-fremgang/
1354,Greens,2019,6,2,26.2,6.5,5.2,3.3,0.5,8.4,2.8,2.0,10.5,2.8,18.7,8.3,4.0,1162,https://www.berlingske.dk/barometeret
1355,Voxmeter,2019,6,3,29.8,8.9,4.5,1.8,0.4,8.8,3.3,1.6,10.1,1.3,18.2,8.5,2.8,1003,https://voxmeter.dk/meningsmalinger/
1356,Megafon,2019,6,3,25.5,7.3,5.6,2.7,0.5,8.7,3.1,1.6,10.9,1.9,20.7,8.5,2.9,1009,https://politiken.dk/indland/politik/FV19/art7158336/Se-den-seneste-meningsm%C3%A5ling-fra-Megafon
1357,YouGov,2019,6,4,27.3,7.6,4.6,4.7,0.2,6.9,3.2,1.7,11.3,3.0,18.6,8.2,2.7,1075,https://www.berlingske.dk/barometeret
1358,Gallup,2019,6,4,25.7,7.5,6.1,2.6,0.7,7.6,2.8,1.9,10.6,1.1,22.3,8.0,2.9,4841,https://www.berlingske.dk/barometeret
1359,Epinion,2019,6,4,25.7,8.6,6.2,2.7,0.5,8.1,2.4,1.7,9.6,1.9,20.7,8.5,3.4,2414,https://www.dr.dk/nyheder/politik/folketingsvalg/sidste-maaling-foer-valget-tre-partier-balancerer-paa-spaerregraensen
1360,Voxmeter,2019,6,4,26.4,8.9,5.4,2.7,0.7,8.0,3.5,1.8,9.2,1.8,19.9,8.5,3.2,5435,https://voxmeter.dk/meningsmalinger/
1361,Megafon,2019,6,4,26.4,7.8,5.9,2.7,0.5,8.1,2.8,1.7,10.3,2,20.7,8.1,2.9,840,https://politiken.dk/indland/politik/FV19/art7158336/Se-den-seneste-meningsm%C3%A5ling-fra-Megafon
1362,Voxmeter,2019,6,15,25.2,9.3,7.4,2.8,0.0,8.2,1.8,1.5,7.4,2.3,24.3,7.2,2.5,1007,https://www.berlingske.dk/barometeret
1363,Voxmeter,2019,6,23,25.3,8.7,6.9,2.2,0.1,7.8,2.4,1.6,8.3,1.8,25.0,7.0,2.6,1037,https://voxmeter.dk/meningsmalinger/
1364,Voxmeter,2019,6,30,24.9,8.7,7.2,2.5,0.5,7.4,2.2,1.8,8.4,1.7,24.4,7.1,2.7,1068,https://voxmeter.dk/meningsmalinger/
